Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
IDDLNTM75_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.3636873333304968e-05)	(5, 2.3636873333304968e-05)	(6, 2.3636873333304968e-05)	(7, 2.3636873333304968e-05)	(8, 2.3636873333304968e-05)	(9, 0.00011818436666652484)	(10, 0.002448780077330395)	(15, 0.003696806989328897)	(20, 0.01136933607331969)	(25, 0.1467424370278239)	(30, 1.081112767268036)	(35, 2.624288589204851)	(40, 4.141099842625698)	(45, 6.450436549413593)	(50, 8.086448555054295)	(55, 10.354208001648908)	(60, 12.0274433554149)	(65, 14.345052967869453)	(70, 16.03062676951543)	(75, 18.256118759215425)	(80, 19.929647210210753)	(85, 22.12750769498411)	(90, 23.929384368179285)	(95, 26.168647200283267)	(100, 28.137513656203573)	(105, 30.362698366550227)	(110, 32.37095330819315)	(115, 34.45545134845999)	(120, 36.47018279339623)	(125, 38.403367025332585)	(130, 40.397340568107516)	(135, 42.22867351285066)	(140, 43.52344943292777)
IDDLNTM75_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002600056066663547)	(4, 0.0005672849599993192)	(5, 0.0008745643133322838)	(6, 0.0011345699199986385)	(7, 0.0015836705133314328)	(8, 0.0018909498666643974)	(9, 0.002127318599997447)	(10, 0.007880533569323877)	(15, 0.012291174133318584)	(20, 0.014342854738649454)	(25, 0.01578470401198106)	(30, 0.017340010277312527)	(35, 0.018928408165310617)	(40, 0.028383157498632607)	(45, 0.039969952806618705)	(50, 0.042310003266615895)	(55, 0.045836624767945)	(60, 0.05354224547460242)	(65, 0.06096422370126018)	(70, 0.07126990047458115)	(75, 0.27178622433567384)	(80, 0.9390882501575397)	(85, 1.8600375637191013)	(90, 3.2281728838734596)	(95, 4.874660751775484)	(100, 6.731682250457256)	(105, 8.73451016598285)	(110, 10.686542440715176)	(115, 12.728730477715391)	(120, 14.614324228882463)	(125, 16.609942898041403)	(130, 18.402189909040583)	(135, 20.427576856475486)	(140, 21.43467311858761)
IDDLNTM75_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.3636873333304968e-05)	(5, 2.3636873333304968e-05)	(6, 2.3636873333304968e-05)	(7, 2.3636873333304968e-05)	(8, 2.3636873333304968e-05)	(9, 9.454749333321987e-05)	(10, 0.002500781198663666)	(15, 0.0037818997333287953)	(20, 0.011761708170652552)	(25, 0.15040615239448618)	(30, 1.1135614669799971)	(35, 2.7097547958034154)	(40, 4.269963348664208)	(45, 6.635489630740037)	(50, 8.307363500602031)	(55, 10.615735822957927)	(60, 12.304160231527902)	(65, 14.642211012041097)	(70, 16.339631614601725)	(75, 18.565378882533725)	(80, 20.216371938493076)	(85, 22.386165999870467)	(90, 24.17300962162566)	(95, 26.4156808908643)	(100, 28.38206547508461)	(105, 30.59753543049128)	(110, 32.576343555335576)	(115, 34.63173987715444)	(120, 36.599571038022745)	(125, 38.49881271985247)	(130, 40.44415575943147)	(135, 42.225581809818664)	(140, 43.46717003752117)
IDDLNTM75_R2 - polyg	(1, 0.19230960143976922)	(2, 0.19474419939309964)	(3, 0.19639878052643098)	(4, 0.19814790915309555)	(5, 0.2012679764330918)	(6, 0.20285164694642324)	(7, 0.20424622247308824)	(8, 0.20509714991308722)	(9, 0.20634990419975238)	(10, 0.21013180393308115)	(15, 0.21381915617307676)	(20, 0.21592756527440754)	(25, 0.21747814416507233)	(30, 0.21865998783173762)	(35, 0.21995056111573605)	(40, 0.22104258466373478)	(45, 0.22199751434640028)	(50, 0.22298080827706576)	(55, 0.22450775029439723)	(60, 0.22571323083439582)	(65, 0.2270368957410609)	(70, 0.22852129138639246)	(75, 0.22947622106905796)	(80, 0.23060606361438993)	(85, 0.2332533934277201)	(90, 0.2359763612357168)	(95, 0.24179103207570987)	(100, 0.2919295677903163)	(105, 0.9768694284934945)	(110, 2.467443752514373)	(115, 3.9860844999312173)	(120, 6.26686786373248)	(125, 8.154428202760881)	(130, 10.392391006831527)	(135, 12.335185991465197)	(140, 13.510434970470454)
IDDLNTM76_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 8.477218217796266e-05)	(10, 0.0022379856094982145)	(15, 0.003721498797612561)	(20, 0.013953501186492656)	(25, 0.15355209218805266)	(30, 1.0212928647890052)	(35, 2.367614991875646)	(40, 3.789019840717308)	(45, 5.8501410079285305)	(50, 7.4201091060370725)	(55, 9.530529535793889)	(60, 11.192729768112052)	(65, 13.39269081529434)	(70, 15.119487450432114)	(75, 17.34815659710897)	(80, 19.133340072721815)	(85, 21.36289508870243)	(90, 23.206253474334904)	(95, 25.378663562309356)	(100, 27.28883514332539)	(105, 29.40753781528099)	(110, 31.372751974185178)	(115, 33.407000359645984)	(120, 35.41117581347916)	(125, 37.3589820047731)	(130, 39.38276526434403)	(135, 41.27722432139338)	(140, 42.58850586697676)
IDDLNTM76_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00023312350098939733)	(4, 0.0004026678653453227)	(5, 0.0008689148673241173)	(6, 0.0009960731405910612)	(7, 0.0016106714613812907)	(8, 0.0018649880079151786)	(9, 0.0020557254178155946)	(10, 0.0058280875247349335)	(15, 0.008862931646705995)	(20, 0.011181450829273278)	(25, 0.01264800958095203)	(30, 0.014368884879164674)	(35, 0.015826966412625633)	(40, 0.028055353691796747)	(45, 0.04537007190164562)	(50, 0.04802344120381585)	(55, 0.05257570738677244)	(60, 0.06344773975109616)	(65, 0.07546843518393126)	(70, 0.08838771574785279)	(75, 0.2990211568054366)	(80, 0.9202147533691114)	(85, 1.7993912933458713)	(90, 3.0914253149657447)	(95, 4.652505049772927)	(100, 6.418945395906223)	(105, 8.307440729939351)	(110, 10.19654642368416)	(115, 12.159179269641026)	(120, 14.054341935802452)	(125, 16.056088666616226)	(130, 17.914468682930636)	(135, 19.957317206273395)	(140, 20.964351390020067)
IDDLNTM76_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.3579136633472e-05)	(10, 0.0022973261370227882)	(15, 0.0037257374067214593)	(20, 0.014089136677977395)	(25, 0.15651487995517246)	(30, 1.0478011261560543)	(35, 2.4340212807847528)	(40, 3.89129747851502)	(45, 5.993634880701168)	(50, 7.5874917797474595)	(55, 9.71905015313035)	(60, 11.385323688802165)	(65, 13.586785203609006)	(70, 15.311382000619261)	(75, 17.522321045393596)	(80, 19.26929345988972)	(85, 21.447603691743762)	(90, 23.25499324047812)	(95, 25.408363496335404)	(100, 27.297778608545165)	(105, 29.38183065103552)	(110, 31.29305764571967)	(115, 33.27268307559412)	(120, 35.20857453668293)	(125, 37.096747736423794)	(130, 39.04432504282585)	(135, 40.864366839750275)	(140, 42.10422358323961)
IDDLNTM76_R2 - polyg	(1, 0.15879949026486856)	(2, 0.16151220009456338)	(3, 0.16272020369059934)	(4, 0.16405536555990224)	(5, 0.16676807538959706)	(6, 0.16791249984899956)	(7, 0.16895095908067959)	(8, 0.1696291365381033)	(9, 0.17060401663314986)	(10, 0.1732489087171023)	(15, 0.17604215211986615)	(20, 0.17792409456421696)	(25, 0.17936098305213338)	(30, 0.18092502981331685)	(35, 0.18223476002796635)	(40, 0.1834470022331112)	(45, 0.18453632477409804)	(50, 0.1855154434782535)	(55, 0.186867559783992)	(60, 0.18798231397963222)	(65, 0.1891479314845792)	(70, 0.1903050717713084)	(75, 0.1914622120580376)	(80, 0.1925430573808066)	(85, 0.19529391469248153)	(90, 0.19836266768732375)	(95, 0.2062040945387853)	(100, 0.26418826714851174)	(105, 0.9264455087591916)	(110, 2.2298347641818035)	(115, 3.6450851525973462)	(120, 5.693749047637516)	(125, 7.4660471515593105)	(130, 9.556130734811632)	(135, 11.439026866211908)	(140, 12.593416295629423)
IDDLNTM77_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.354050183298843e-05)	(6, 3.354050183298843e-05)	(7, 3.354050183298843e-05)	(8, 3.354050183298843e-05)	(9, 3.354050183298843e-05)	(10, 0.0016434845898164329)	(15, 0.003166223373034107)	(20, 0.01663608890916226)	(25, 0.257959999597514)	(30, 1.8348197365728987)	(35, 4.392256168936799)	(40, 7.047791861061825)	(45, 10.925523315679849)	(50, 13.816218174256324)	(55, 17.640801349669793)	(60, 20.54485874417653)	(65, 24.260831066554413)	(70, 26.96563104777174)	(75, 30.217456489584)	(80, 32.580740373037465)	(85, 35.41478532401802)	(90, 37.70938496781789)	(95, 40.36760390008955)	(100, 42.65930564453105)	(105, 45.13235417428316)	(110, 47.33525408607163)	(115, 49.543044203027364)	(120, 51.6460605003572)	(125, 53.68999184965806)	(130, 55.78333506625927)	(135, 57.73046181916974)	(140, 59.060128057636)
IDDLNTM77_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00023478351283091897)	(4, 0.00043602652382884955)	(5, 0.0006037290329937916)	(6, 0.0006708100366597685)	(7, 0.0009055935494906874)	(8, 0.0009726745531566643)	(9, 0.0010732960586556297)	(10, 0.003045477566435349)	(15, 0.005044491475681459)	(20, 0.006251949541669043)	(25, 0.006949591979795201)	(30, 0.007861893629652488)	(35, 0.00895531398940791)	(40, 0.02502121436740936)	(45, 0.04936491059779237)	(50, 0.05173287002720135)	(55, 0.05758904164724112)	(60, 0.07236027865448923)	(65, 0.08797673630792865)	(70, 0.10582028328307849)	(75, 0.4556678417022475)	(80, 1.542172149979708)	(85, 3.1111767014258063)	(90, 5.384162845844498)	(95, 8.157660482916146)	(100, 11.28741191425706)	(105, 14.692074714821882)	(110, 17.998624839424846)	(115, 21.35365440537721)	(120, 24.409019711752926)	(125, 27.44149697967781)	(130, 30.122181340077212)	(135, 32.94772041979292)	(140, 34.3663696096221)
IDDLNTM77_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.354050183298843e-05)	(6, 3.354050183298843e-05)	(7, 3.354050183298843e-05)	(8, 3.354050183298843e-05)	(9, 3.354050183298843e-05)	(10, 0.001636776489449835)	(15, 0.003193055774500498)	(20, 0.01715261263739028)	(25, 0.26586214182936607)	(30, 1.8967690434584281)	(35, 4.547555400523903)	(40, 7.289001734043945)	(45, 11.275927646429446)	(50, 14.232066732182446)	(55, 18.135812200022137)	(60, 21.07325581005343)	(65, 24.83244171499294)	(70, 27.5653888853485)	(75, 30.826028771042473)	(80, 33.15849564141179)	(85, 35.954559328116666)	(90, 38.230000637269534)	(95, 40.89624245757965)	(100, 43.18845401764901)	(105, 45.649394426239404)	(110, 47.81460823016834)	(115, 49.986369140055075)	(120, 52.03731716233938)	(125, 54.040396180407654)	(130, 56.08232180769888)	(135, 57.97851395452578)	(140, 59.25201326862253)
IDDLNTM77_R2 - polyg	(1, 0.14549869695150378)	(2, 0.14737696505415113)	(3, 0.14841672061097377)	(4, 0.14962417867696137)	(5, 0.15086517724478193)	(6, 0.15130120376861078)	(7, 0.15177077079427262)	(8, 0.15197201380527056)	(9, 0.1524751213327654)	(10, 0.15340754728372247)	(15, 0.1544070542383455)	(20, 0.15510469667647167)	(25, 0.15566146900689928)	(30, 0.15613103603256112)	(35, 0.1568420946714205)	(40, 0.157600110012846)	(45, 0.15802272033594167)	(50, 0.15833129295280518)	(55, 0.15892160578506576)	(60, 0.15951191861732633)	(65, 0.16007539904812057)	(70, 0.1607797495866133)	(75, 0.16158472163060505)	(80, 0.162268947867998)	(85, 0.16402647016404662)	(90, 0.1666560455077529)	(95, 0.17490700895866804)	(100, 0.2569806169439907)	(105, 1.3988133370451488)	(110, 3.826756599932248)	(115, 6.472397844016543)	(120, 10.297155430039544)	(125, 13.607247431636072)	(130, 17.39851818062902)	(135, 20.74633653868729)	(140, 22.717954566036216)
IDDLNTM78_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.1766338357729772e-05)	(5, 2.1766338357729772e-05)	(6, 2.1766338357729772e-05)	(7, 4.3532676715459544e-05)	(8, 6.529901507318932e-05)	(9, 0.0002176633835772977)	(10, 0.0034260216575066663)	(15, 0.005097676443380312)	(20, 0.014748870871197695)	(25, 0.1607835881808783)	(30, 1.074582358382761)	(35, 2.561179735538989)	(40, 4.059126081514937)	(45, 6.2959917287914235)	(50, 7.945579800838004)	(55, 10.192466670294388)	(60, 11.920722642433477)	(65, 14.253625727811936)	(70, 16.02869238722316)	(75, 18.368765304456655)	(80, 20.21727158948686)	(85, 22.546491810415194)	(90, 24.465738695108012)	(95, 26.70152037873429)	(100, 28.666850954998097)	(105, 30.81039560319965)	(110, 32.82519671328291)	(115, 34.864872394841385)	(120, 36.87641726070632)	(125, 38.782430211677635)	(130, 40.76976655602111)	(135, 42.5735560755292)	(140, 43.83020079447135)
IDDLNTM78_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 6.529901507318932e-05)	(4, 0.0002611960602927573)	(5, 0.000565924797300974)	(6, 0.0007835881808782718)	(7, 0.001327746639821516)	(8, 0.0016977743919029222)	(9, 0.002089568482342058)	(10, 0.009241987266692061)	(15, 0.01453556075529194)	(20, 0.016498884475159167)	(25, 0.018061707569244165)	(30, 0.0194765195624966)	(35, 0.020752026990259565)	(40, 0.03318060619252326)	(45, 0.05003210534907765)	(50, 0.05251346792185885)	(55, 0.057676443380312345)	(60, 0.06819393807476737)	(65, 0.07824998639603853)	(70, 0.09100506067366818)	(75, 0.2984382652228329)	(80, 0.9500527833705176)	(85, 1.8568906785655983)	(90, 3.2003874408227673)	(95, 4.80839310007074)	(100, 6.628886107634543)	(105, 8.613610491375088)	(110, 10.566238232573326)	(115, 12.618812646242585)	(120, 14.571000707405997)	(125, 16.666319856342167)	(130, 18.594673777003862)	(135, 20.734940414648747)	(140, 21.811155248408337)
IDDLNTM78_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.1766338357729772e-05)	(5, 2.1766338357729772e-05)	(6, 2.1766338357729772e-05)	(7, 6.529901507318932e-05)	(8, 8.706535343091909e-05)	(9, 0.0002176633835772977)	(10, 0.0033781357131196605)	(15, 0.005102029711051859)	(20, 0.015258203188768568)	(25, 0.1661294008815367)	(30, 1.1160254666158784)	(35, 2.665122707732492)	(40, 4.222778473091364)	(45, 6.537985525384992)	(50, 8.236970125700603)	(55, 10.54330086521195)	(60, 12.299008543287806)	(65, 14.678269576100561)	(70, 16.488680415737065)	(75, 18.85770691625401)	(80, 20.699718125918267)	(85, 23.020136039614737)	(90, 24.94256080970779)	(95, 27.20650378190129)	(100, 29.190888610763455)	(105, 31.35608205909561)	(110, 33.370291124775534)	(115, 35.406253469010174)	(120, 37.39690700331936)	(125, 39.29278554715133)	(130, 41.257541492082495)	(135, 43.0393121837079)	(140, 44.25908472547206)
IDDLNTM78_R2 - polyg	(1, 0.18261957882135277)	(2, 0.18640692169559775)	(3, 0.18799586439571203)	(4, 0.18962833977254176)	(5, 0.19219676769875388)	(6, 0.1936768787070795)	(7, 0.1952875877455515)	(8, 0.19620177395657615)	(9, 0.19729009087446264)	(10, 0.20022419328508462)	(15, 0.20330630679653913)	(20, 0.2051607988246177)	(25, 0.20680198073679054)	(30, 0.20810360777058276)	(35, 0.20930510964792948)	(40, 0.210632856287751)	(45, 0.2116384611198781)	(50, 0.21260488654296128)	(55, 0.21381509495565107)	(60, 0.21498612395929695)	(65, 0.21603961473581107)	(70, 0.21719323066877078)	(75, 0.21792457963759046)	(80, 0.21885617891930131)	(85, 0.22215595581433312)	(90, 0.22538172715894872)	(95, 0.2320117538227132)	(100, 0.2912597268324536)	(105, 0.9801556293192577)	(110, 2.429040648636883)	(115, 3.935018773466834)	(120, 6.171753822713174)	(125, 8.059117374979595)	(130, 10.300266637644883)	(135, 12.2839549436796)	(140, 13.491647167655222)
IDDLNTM79_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.980872702837407e-05)	(5, 3.980872702837407e-05)	(6, 3.980872702837407e-05)	(7, 3.980872702837407e-05)	(8, 3.980872702837407e-05)	(9, 3.980872702837407e-05)	(10, 0.0013654393370732304)	(15, 0.0019705319879045166)	(20, 0.008562857183803263)	(25, 0.13079157265172298)	(30, 0.9793543979885445)	(35, 2.436843454569485)	(40, 3.877776061579324)	(45, 6.083255175532601)	(50, 7.66298489019957)	(55, 9.884566634235822)	(60, 11.554212320641781)	(65, 13.882421740023535)	(70, 15.604376093744772)	(75, 17.958075041042797)	(80, 19.76773598215295)	(85, 22.16804298705579)	(90, 24.06963422149257)	(95, 26.388345278605357)	(100, 28.34449437343452)	(105, 30.574133403821314)	(110, 32.571006826400506)	(115, 34.67387894643815)	(120, 36.692579494047)	(125, 38.66903103966064)	(130, 40.66450717592113)	(135, 42.528674226078536)	(140, 43.817465840131334)
IDDLNTM79_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004976090878546759)	(4, 0.0008160789040816684)	(5, 0.0012937836284221571)	(6, 0.0014132098095072795)	(7, 0.0022491930771031347)	(8, 0.0025875672568443143)	(9, 0.002826419619014559)	(10, 0.00807320984135426)	(15, 0.012109814762031391)	(20, 0.014072385004530234)	(25, 0.015509480050254537)	(30, 0.017352624111668255)	(35, 0.019016628901454294)	(40, 0.03528645563795078)	(45, 0.05973299490607529)	(50, 0.06185480005668763)	(55, 0.0643627498594752)	(60, 0.06727674867795216)	(65, 0.07066845222076965)	(70, 0.0859350990361511)	(75, 0.4611602173874966)	(80, 1.6159078857903544)	(85, 3.0586557707526874)	(90, 4.9395822949890364)	(95, 6.888808652187967)	(100, 8.854973622737472)	(105, 10.915083208201235)	(110, 12.959209589763105)	(115, 15.135871166220545)	(120, 17.16397055428079)	(125, 19.44622477918099)	(130, 21.439204908256805)	(135, 23.848062827725347)	(140, 24.895561804641062)
IDDLNTM79_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.980872702837407e-05)	(5, 3.980872702837407e-05)	(6, 3.980872702837407e-05)	(7, 3.980872702837407e-05)	(8, 5.97130905425611e-05)	(9, 5.97130905425611e-05)	(10, 0.0015127316270782147)	(15, 0.002161613877640712)	(20, 0.00882559478219053)	(25, 0.1339842325593986)	(30, 1.0103096641258085)	(35, 2.5173287388754515)	(40, 4.003651256443042)	(45, 6.266972450768547)	(50, 7.881670151257239)	(55, 10.142889444795646)	(60, 11.828339195831868)	(65, 14.181070791063101)	(70, 15.916651672046152)	(75, 18.269502693458474)	(80, 20.052881912984493)	(85, 22.420306909361898)	(90, 24.304481825723762)	(95, 26.61858701311936)	(100, 28.567570537083423)	(105, 30.78252412806945)	(110, 32.74400361144772)	(115, 34.80802639477837)	(120, 36.76851862172633)	(125, 38.69798392682837)	(130, 40.63586877769693)	(135, 42.44197479948345)	(140, 43.66917833195065)
IDDLNTM79_R2 - polyg	(1, 0.1747005985640196)	(2, 0.17768625309114766)	(3, 0.17886061053848468)	(4, 0.18029372471150615)	(5, 0.18262253524266603)	(6, 0.18399593632514494)	(7, 0.18526981559005293)	(8, 0.18626503376576226)	(9, 0.1875787217576986)	(10, 0.19077536253807706)	(15, 0.19403569728170086)	(20, 0.1961017702144735)	(25, 0.19740351558830133)	(30, 0.19872516532564335)	(35, 0.20023789695272157)	(40, 0.20153964232654936)	(45, 0.20251097526604173)	(50, 0.20351415518715674)	(55, 0.20449344987205476)	(60, 0.20570761604642018)	(65, 0.20699741880213945)	(70, 0.20815585275866516)	(75, 0.20933021020600223)	(80, 0.21035329449063145)	(85, 0.21239946305988985)	(90, 0.21468846486402135)	(95, 0.21938191378066665)	(100, 0.26050432880097707)	(105, 0.86414794196843)	(110, 2.236219412964588)	(115, 3.6845803284379217)	(120, 5.842981641807444)	(125, 7.672184687015826)	(130, 9.840359042870814)	(135, 11.766830731700326)	(140, 12.937657144949945)
IDDLNTM81_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.5089947461650016e-05)	(10, 0.0001354857162929101)	(15, 0.0002759894220781502)	(20, 0.0015304867951606508)	(25, 0.06836007085401163)	(30, 0.6864659805402369)	(35, 2.0153801377939913)	(40, 3.2059081808282692)	(45, 5.151257257267303)	(50, 6.506952424441623)	(55, 8.477898265281032)	(60, 9.950246634183548)	(65, 12.060642403014807)	(70, 13.623354726695203)	(75, 15.819753817435503)	(80, 17.472027217575008)	(85, 19.747881153936866)	(90, 21.476859541456122)	(95, 23.772840633671713)	(100, 25.584982161047357)	(105, 27.865482755679114)	(110, 29.77586648133559)	(115, 32.00893703928584)	(120, 33.96976159531922)	(125, 36.13311220726304)	(130, 38.148622812783834)	(135, 40.25134607568132)	(140, 41.620534616600516)
IDDLNTM81_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003010793695398002)	(4, 0.0004767090017713503)	(5, 0.0007025185289262004)	(6, 0.0009283280560810506)	(7, 0.0013297672154674509)	(8, 0.001706116427392201)	(9, 0.0019821058494703513)	(10, 0.007301174711340156)	(15, 0.011511267895405028)	(20, 0.013463265807921398)	(25, 0.014978698634605058)	(30, 0.01660954521961231)	(35, 0.017818880687263845)	(40, 0.022756582347716565)	(45, 0.028416874495064803)	(50, 0.030067793038041378)	(55, 0.03246639201537512)	(60, 0.03829729580546258)	(65, 0.04389737207890286)	(70, 0.04680780598445427)	(75, 0.11104810746526295)	(80, 0.4272818052718998)	(85, 0.941490242519432)	(90, 1.7271668933125255)	(95, 2.838215000777788)	(100, 4.26420718275016)	(105, 5.933852862512106)	(110, 7.6571157599995985)	(115, 9.446435471164126)	(120, 11.190999734046555)	(125, 13.019399547377347)	(130, 14.794814409658624)	(135, 16.735592097670146)	(140, 17.7373885379084)
IDDLNTM81_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.5089947461650016e-05)	(10, 0.0001354857162929101)	(15, 0.00028100741157048017)	(20, 0.001681026479930551)	(25, 0.07061816612556013)	(30, 0.7115559280018868)	(35, 2.087935247863591)	(40, 3.3156716829834956)	(45, 5.31538063959294)	(50, 6.7011435998053015)	(55, 8.710361646502713)	(60, 10.197929577535465)	(65, 12.334443981674301)	(70, 13.914859772283638)	(75, 16.117993004922646)	(80, 17.749903403702273)	(85, 19.998735466647933)	(90, 21.71195234917178)	(95, 24.011616645674746)	(100, 25.820642001575653)	(105, 28.093349658525813)	(110, 29.974794638780025)	(115, 32.17281955811585)	(120, 34.08641981503691)	(125, 36.21061505497208)	(130, 38.17438517083745)	(135, 40.22187542339286)	(140, 41.53309614969666)
IDDLNTM81_R2 - polyg	(1, 0.20626445808222477)	(2, 0.20957633114716256)	(3, 0.21175915657632613)	(4, 0.21374126242579647)	(5, 0.2164007968567314)	(6, 0.21825745296889348)	(7, 0.21958722018436094)	(8, 0.22114279692698324)	(9, 0.22274855356452883)	(10, 0.2271242404018406)	(15, 0.23089776850007276)	(20, 0.2331809537190829)	(25, 0.2347064225247512)	(30, 0.23573009238118656)	(35, 0.23697957176477674)	(40, 0.23805342151613534)	(45, 0.239036947456632)	(50, 0.24020613900834492)	(55, 0.2411746109803646)	(60, 0.24224846073172318)	(65, 0.24299112317658808)	(70, 0.2439495591696231)	(75, 0.24472232955144194)	(80, 0.24584635919772385)	(85, 0.24689511900162078)	(90, 0.24802416663739507)	(95, 0.24963494126443297)	(100, 0.26796063889042215)	(105, 0.6760988142490829)	(110, 1.8918021105663807)	(115, 3.1199349668561793)	(120, 5.00665385406683)	(125, 6.571674452913696)	(130, 8.507539529212227)	(135, 10.174907041744655)	(140, 11.252465087338107)
IDDLNTM82_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 4.676441676822339e-05)	(3, 4.676441676822339e-05)	(4, 4.676441676822339e-05)	(5, 4.676441676822339e-05)	(6, 4.676441676822339e-05)	(7, 4.676441676822339e-05)	(8, 7.014662515233509e-05)	(9, 7.014662515233509e-05)	(10, 0.00021979275881064993)	(15, 0.0003600860091153201)	(20, 0.00173963630377791)	(25, 0.06966495165962239)	(30, 0.6896816184977586)	(35, 2.0202461865956343)	(40, 3.227128225224914)	(45, 5.1815254365692125)	(50, 6.551792994503311)	(55, 8.5155945300597)	(60, 9.979082276379575)	(65, 12.020021717395148)	(70, 13.500195007617924)	(75, 15.526155805942633)	(80, 17.01024795429059)	(85, 19.09739999195652)	(90, 20.73400493271068)	(95, 22.95464132159983)	(100, 24.744764489720716)	(105, 26.98946584747879)	(110, 28.83428467745179)	(115, 30.996030636304717)	(120, 32.86375467761079)	(125, 34.91817629998064)	(130, 36.81582956801837)	(135, 38.787992581292926)	(140, 40.06740155388804)
IDDLNTM82_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0004676441676822339)	(4, 0.0007482306682915742)	(5, 0.001005434960516803)	(6, 0.0012158748359738082)	(7, 0.001543225753351372)	(8, 0.0019407232958812708)	(9, 0.002384985255179393)	(10, 0.00803412680078078)	(15, 0.012331776701780508)	(20, 0.014249117789277668)	(25, 0.015642697408970722)	(30, 0.017340245737657235)	(35, 0.01887411860765496)	(40, 0.029180996063371396)	(45, 0.044589871388501)	(50, 0.04678312253493068)	(55, 0.04870514006410466)	(60, 0.05117430126946686)	(65, 0.05367619756656681)	(70, 0.05791305372576784)	(75, 0.2681845772824075)	(80, 1.1263209778626604)	(85, 2.2856763397303936)	(90, 3.803382750851346)	(95, 5.429933342000338)	(100, 7.128459046997304)	(105, 8.882400585864612)	(110, 10.677279695170826)	(115, 12.494184844774871)	(120, 14.266355153298434)	(125, 16.090882902835702)	(130, 17.776917832113874)	(135, 19.737254124387736)	(140, 20.63175921188864)
IDDLNTM82_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 4.676441676822339e-05)	(3, 4.676441676822339e-05)	(4, 4.676441676822339e-05)	(5, 4.676441676822339e-05)	(6, 4.676441676822339e-05)	(7, 4.676441676822339e-05)	(8, 4.676441676822339e-05)	(9, 4.676441676822339e-05)	(10, 0.00021979275881064993)	(15, 0.0003600860091153201)	(20, 0.0017723713955156665)	(25, 0.07252225752416083)	(30, 0.7168844797318341)	(35, 2.1027666764248414)	(40, 3.3542572922093283)	(45, 5.3761963506919725)	(50, 6.786522308029731)	(55, 8.800749914187296)	(60, 10.290070324329935)	(65, 12.374126557605813)	(70, 13.879795807850622)	(75, 15.925991569310947)	(80, 17.404911573164334)	(85, 19.48465612721418)	(90, 21.12852825833412)	(95, 23.37543222012198)	(100, 25.183714011273967)	(105, 27.44319760117248)	(110, 29.279467895760245)	(115, 31.428685667360963)	(120, 33.27528622161283)	(125, 35.31265753762899)	(130, 37.18622713103109)	(135, 39.12598240348526)	(140, 40.37104291196412)
