Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
IDDLNTM52_R1	(1.0, 38.83333348933051)	(2.0, 18.37056844969352)	(3.0, 12.30218747799648)	(4.0, 8.397740962703223)	(5.0, 5.894812976980043)	(6.0, 4.116777979612472)	(7.0, 2.8975574661181858)	(8.0, 2.053962652566018)	(9.0, 1.487280137279206)	('>10', 5.4087318316367625)	('>50', 0.1731245685036132)	('>100', 0.053989940430088576)	('>500', 0.00993206714983449)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM52_R2	(1.0, 41.74881056822039)	(2.0, 17.30254690226825)	(3.0, 11.655049912480289)	(4.0, 7.8602351903753975)	(5.0, 5.563481371623956)	(6.0, 3.955654578350139)	(7.0, 2.800640151877125)	(8.0, 1.9739941343639273)	(9.0, 1.48099619096017)	('>10', 5.206369609016116)	('>50', 0.1805076137187124)	('>100', 0.03862320428580262)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.23309057245976986)
IDDLNTM55.A_R1	(1.0, 37.733261716020664)	(2.0, 18.48671365652495)	(3.0, 12.707524047539637)	(4.0, 8.621222088433115)	(5.0, 5.9591042168749)	(6.0, 4.207380368972368)	(7.0, 2.941877631376735)	(8.0, 2.1637385789441637)	(9.0, 1.4682627328775293)	('>10', 5.136448253460789)	('>50', 0.2989174090637367)	('>100', 0.25947449000046474)	('>500', 0.016074809910879333)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM55.A_R2	(1.0, 40.400004709893146)	(2.0, 17.456070091261765)	(3.0, 11.945219120420068)	(4.0, 8.210052656297979)	(5.0, 5.578026896457035)	(6.0, 4.107055742971228)	(7.0, 2.902386646836281)	(8.0, 2.061884831481697)	(9.0, 1.4670021662963222)	('>10', 5.177834754926171)	('>50', 0.2962995148641284)	('>100', 0.2399155647565084)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.15824730353764255)	('>10k+', 0.0)
IDDLNTM55.B_R1	(1.0, 39.153667301358674)	(2.0, 18.41599368585982)	(3.0, 12.272937914839284)	(4.0, 8.6181308679365)	(5.0, 6.131303997116588)	(6.0, 4.277335525413631)	(7.0, 2.955670472973141)	(8.0, 2.086410670979884)	(9.0, 1.536305335598448)	('>10', 4.34048231895888)	('>50', 0.15662763249091868)	('>100', 0.039774170921812374)	('>500', 0.015360105552414039)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM55.B_R2	(1.0, 40.6428369334624)	(2.0, 17.8502250034961)	(3.0, 12.044160226061114)	(4.0, 8.108292433918711)	(5.0, 5.812343640998641)	(6.0, 4.172931613920174)	(7.0, 2.877665313624384)	(8.0, 2.114407022041455)	(9.0, 1.5578127588590722)	('>10', 4.460896693167995)	('>50', 0.16452141465082526)	('>100', 0.040901503456656156)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.15300544234240532)	('>10k+', 0.0)
IDDLNTM56_R1	(1.0, 40.52254790428549)	(2.0, 18.575941251686647)	(3.0, 12.229918060257367)	(4.0, 8.059832342405413)	(5.0, 5.553120476253751)	(6.0, 3.792910938812751)	(7.0, 2.550296460332412)	(8.0, 1.792551520379134)	(9.0, 1.3740042864456226)	('>10', 4.902766791305526)	('>50', 0.38222891911840984)	('>100', 0.24485973031770167)	('>500', 0.019021318399569245)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM56_R2	(1.0, 42.28911548979262)	(2.0, 18.01593909596548)	(3.0, 11.827927519621486)	(4.0, 7.837586242499943)	(5.0, 5.292152136460756)	(6.0, 3.5650014104596908)	(7.0, 2.541260971411954)	(8.0, 1.7660135697638035)	(9.0, 1.2771428420021362)	('>10', 4.791612676896953)	('>50', 0.39377922147446054)	('>100', 0.2322632556342667)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.17020556801638245)	('>10k+', 0.0)
IDDLNTM58_R1	(1.0, 47.264741031654886)	(2.0, 20.072823750534866)	(3.0, 11.425198140023932)	(4.0, 6.839678726968766)	(5.0, 4.239280118342015)	(6.0, 2.7482956474360556)	(7.0, 1.8198798604092015)	(8.0, 1.2831229701355982)	(9.0, 0.8443812846275524)	('>10', 3.3621892526995065)	('>50', 0.08456295094060212)	('>100', 0.01584626622699257)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM58_R2	(1.0, 48.34718392285988)	(2.0, 18.936386576762825)	(3.0, 11.082519103577022)	(4.0, 6.810439521458394)	(5.0, 4.349415186842565)	(6.0, 2.7969983391466795)	(7.0, 1.807774829558522)	(8.0, 1.3050487820003869)	(9.0, 0.8738171638961887)	('>10', 3.4779839791647187)	('>50', 0.09301137821556366)	('>100', 0.003462984250795866)	('>500', 0.0)	('>1k', 0.11595823226644415)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM59_R1	(1.0, 44.9674726636986)	(2.0, 19.396561602250795)	(3.0, 11.777347174884484)	(4.0, 7.426676045145007)	(5.0, 4.783934949813098)	(6.0, 3.006276594537777)	(7.0, 2.038430809010538)	(8.0, 1.3694464381392573)	(9.0, 0.9257081377675156)	('>10', 3.607113120250241)	('>50', 0.4488432944162136)	('>100', 0.2521891700864666)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM59_R2	(1.0, 46.47534579815463)	(2.0, 18.503533817171206)	(3.0, 11.39552686816729)	(4.0, 7.25449502382655)	(5.0, 4.6417620783061135)	(6.0, 2.9039216276957607)	(7.0, 2.0820987869785217)	(8.0, 1.345729564403253)	(9.0, 0.9118007972832147)	('>10', 3.705290953573501)	('>50', 0.4401228936859171)	('>100', 0.2550662284345562)	('>500', 0.0)	('>1k', 0.08530556231956947)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM5_R1	(1.0, 36.12420434950015)	(2.0, 17.77652722801703)	(3.0, 12.427923534896692)	(4.0, 8.981395631987676)	(5.0, 6.547998216942546)	(6.0, 4.7714940337349185)	(7.0, 3.4065378357117067)	(8.0, 2.541919989678244)	(9.0, 1.9549324444636584)	('>10', 5.454921675753078)	('>50', 0.0015778708596684214)	('>100', 0.010567188454667795)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM5_R2	(1.0, 39.0821299222396)	(2.0, 16.733894157533776)	(3.0, 11.831884669326502)	(4.0, 8.273036535156486)	(5.0, 6.25733445965479)	(6.0, 4.553501527230831)	(7.0, 3.2684932402100215)	(8.0, 2.498470886707641)	(9.0, 1.8125521549675214)	('>10', 5.510500531319002)	('>50', 0.001561816387780471)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.17664009926607213)	('>10k+', 0.0)
IDDLNTM6.A_R1	(1.0, 38.30422461719218)	(2.0, 18.25213272181542)	(3.0, 12.26507409325483)	(4.0, 8.624768119480418)	(5.0, 6.0357553934420425)	(6.0, 4.420785028271103)	(7.0, 3.1324200795809816)	(8.0, 2.1654929019435767)	(9.0, 1.6111688867765959)	('>10', 4.952984230970828)	('>50', 0.1877087701172525)	('>100', 0.04748515715470183)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM6.A_R2	(1.0, 40.40754489721192)	(2.0, 17.313937258789277)	(3.0, 11.8864878571639)	(4.0, 8.271708834323075)	(5.0, 5.893071777391104)	(6.0, 4.215398456367728)	(7.0, 3.01768327770809)	(8.0, 2.1757281471458367)	(9.0, 1.5242640046550249)	('>10', 4.867908331604505)	('>50', 0.23068102432559195)	('>100', 0.034168840647775985)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.16141729266631993)	('>10k+', 0.0)
IDDLNTM6.B_R1	(1.0, 38.098461007815516)	(2.0, 17.971516750400742)	(3.0, 12.269444425126101)	(4.0, 8.668082659854717)	(5.0, 6.174111331231289)	(6.0, 4.2927844157781925)	(7.0, 3.156833166443486)	(8.0, 2.324595683416518)	(9.0, 1.686395271230602)	('>10', 5.107426348185464)	('>50', 0.19069736588340921)	('>100', 0.04804518519686388)	('>500', 0.011606389437078597)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM6.B_R2	(1.0, 40.168321615666066)	(2.0, 17.02404642103506)	(3.0, 11.914206947523992)	(4.0, 8.363338378484393)	(5.0, 5.947562971620148)	(6.0, 4.210460886202097)	(7.0, 2.9977612938024487)	(8.0, 2.2286944992559143)	(9.0, 1.590090272738158)	('>10', 5.12914659070729)	('>50', 0.21603098900841677)	('>100', 0.04435883562649085)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.16598029832957434)	('>10k+', 0.0)
IDDLNTM60_R1	(1.0, 45.63657087325403)	(2.0, 19.986096607781136)	(3.0, 12.02135711788504)	(4.0, 7.350511818084447)	(5.0, 4.521142070293702)	(6.0, 2.877251976134837)	(7.0, 1.7517129677796628)	(8.0, 1.2721252312566649)	(9.0, 0.8196140471224411)	('>10', 3.17531393883388)	('>50', 0.4159270647522448)	('>100', 0.15633075466864255)	('>500', 0.016045532153215077)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM60_R2	(1.0, 46.78569031603015)	(2.0, 19.30513568152532)	(3.0, 11.53241505424816)	(4.0, 7.087967436426447)	(5.0, 4.477781265159534)	(6.0, 2.847351598240914)	(7.0, 1.9207923573120813)	(8.0, 1.1955596083261122)	(9.0, 0.8395488601869228)	('>10', 3.3281436873721306)	('>50', 0.40000454629201015)	('>100', 0.16651515386003082)	('>500', 0.0)	('>1k', 0.11309443502015983)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM61_R1	(1.0, 43.88758224369572)	(2.0, 19.312800049379927)	(3.0, 12.006793519552879)	(4.0, 7.6574440664383765)	(5.0, 4.939839120618932)	(6.0, 3.238603390314019)	(7.0, 2.1582190339344196)	(8.0, 1.4525719053130741)	(9.0, 0.9331043650269113)	('>10', 3.702741838598142)	('>50', 0.46288474924261813)	('>100', 0.22507077780294604)	('>500', 0.022344940082067354)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM61_R2	(1.0, 45.59426773948857)	(2.0, 18.721377347957926)	(3.0, 11.61206763097718)	(4.0, 7.337762021703346)	(5.0, 4.698880130623531)	(6.0, 3.195376039390871)	(7.0, 2.098124421363866)	(8.0, 1.3835464320934368)	(9.0, 0.9227747274511722)	('>10', 3.6182436375797677)	('>50', 0.4577337229664905)	('>100', 0.2095792884040714)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.1502668599997492)	('>10k+', 0.0)
IDDLNTM63_R1	(1.0, 44.48006508182876)	(2.0, 20.14174307111327)	(3.0, 12.48625725865179)	(4.0, 7.7275679016683325)	(5.0, 4.85974131605117)	(6.0, 3.135819399391774)	(7.0, 2.12241734004889)	(8.0, 1.4475109273197533)	(9.0, 0.8664003588978885)	('>10', 2.672688614939249)	('>50', 0.03684420041318254)	('>100', 0.0035216024812642537)	('>500', 0.019422927194681014)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM63_R2	(1.0, 45.92289074518477)	(2.0, 19.564711051008516)	(3.0, 11.890422754304717)	(4.0, 7.425700467984376)	(5.0, 4.7892509807215555)	(6.0, 3.1609736411444636)	(7.0, 2.091714203626372)	(8.0, 1.3913336777650738)	(9.0, 0.876324167919407)	('>10', 2.7011918017722345)	('>50', 0.03657337397314796)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.14891313459540245)	('>10k+', 0.0)
IDDLNTM64_R1	(1.0, 41.76739460707445)	(2.0, 20.205061762274173)	(3.0, 12.892886426461212)	(4.0, 8.367303361225154)	(5.0, 5.582980640809683)	(6.0, 3.6974464813531274)	(7.0, 2.4325554856835176)	(8.0, 1.6355355616234295)	(9.0, 1.147632603939223)	('>10', 2.2471624172488065)	('>50', 0.0022202011954150763)	('>100', 0.002897356634221921)	('>500', 0.018923094477599094)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM64_R2	(1.0, 43.897299279582285)	(2.0, 18.75226493167043)	(3.0, 12.289947231639594)	(4.0, 8.15608740544728)	(5.0, 5.4411010451618855)	(6.0, 3.667009474823836)	(7.0, 2.5977855887664956)	(8.0, 1.6640521648845825)	(9.0, 1.0778989714798057)	('>10', 2.3265277238017625)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.13002618274204839)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM67_R1	(1.0, 39.480843345630326)	(2.0, 18.76915809045501)	(3.0, 12.745221664325692)	(4.0, 8.76010646033108)	(5.0, 5.965813506859421)	(6.0, 4.187449333610563)	(7.0, 2.978322344572848)	(8.0, 2.05742547578536)	(9.0, 1.4462630739835927)	('>10', 3.5930134148746107)	('>50', 0.004390231177934381)	('>100', 0.01199305839359144)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM67_R2	(1.0, 40.85992503029375)	(2.0, 18.381358807597074)	(3.0, 12.041196651139172)	(4.0, 8.391611375196089)	(5.0, 5.86854984718593)	(6.0, 4.072330582514161)	(7.0, 2.8989440975793226)	(8.0, 2.0591228052565334)	(9.0, 1.4573734267739642)	('>10', 3.8279730703213497)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.14161430614263978)	('>10k+', 0.0)
IDDLNTM68_R1	(1.0, 38.053813011544385)	(2.0, 18.82451075858544)	(3.0, 12.6840613213901)	(4.0, 8.866962379343144)	(5.0, 6.325323165599546)	(6.0, 4.363741845709999)	(7.0, 3.010906044589531)	(8.0, 2.185060837915649)	(9.0, 1.6020738206678715)	('>10', 4.063001524245608)	('>50', 0.0020659801062095622)	('>100', 0.0032469479558556876)	('>500', 0.015232362346615623)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM68_R2	(1.0, 40.43470932405138)	(2.0, 17.621784993795185)	(3.0, 12.06607299008243)	(4.0, 8.45347580911759)	(5.0, 6.123016934412692)	(6.0, 4.220964900653661)	(7.0, 3.036106411061851)	(8.0, 2.159586541252455)	(9.0, 1.59614990408226)	('>10', 4.127511961393669)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.16062023009677595)	('>10k+', 0.0)
IDDLNTM7.A_R1	(1.0, 36.9556659738502)	(2.0, 17.861319334944735)	(3.0, 12.167096352719922)	(4.0, 8.705594386859616)	(5.0, 6.228832524308656)	(6.0, 4.519462605355611)	(7.0, 3.233076237606457)	(8.0, 2.2958208050120352)	(9.0, 1.713902765534409)	('>10', 5.784837456618622)	('>50', 0.37065550130045843)	('>100', 0.1503087217762331)	('>500', 0.013427334113142347)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM7.A_R2	(1.0, 39.458150892462214)	(2.0, 16.876907125100672)	(3.0, 11.752316594109507)	(4.0, 8.428720912980577)	(5.0, 5.8215509097642775)	(6.0, 4.313209679117593)	(7.0, 3.072452530076283)	(8.0, 2.207627817906747)	(9.0, 1.601098143118596)	('>10', 5.738529039173297)	('>50', 0.4004280498991178)	('>100', 0.147328593746681)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.18167971254444723)	('>10k+', 0.0)
IDDLNTM7.B_R1	(1.0, 38.23586541955092)	(2.0, 17.97942726669756)	(3.0, 12.033725075160653)	(4.0, 8.260697042268001)	(5.0, 6.0394896290102125)	(6.0, 4.1648878401834954)	(7.0, 3.05444739600879)	(8.0, 2.2442119009377577)	(9.0, 1.5865183491332449)	('>10', 5.8581807791105485)	('>50', 0.38629172371639936)	('>100', 0.1562575782224673)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM7.B_R2	(1.0, 39.92147465464734)	(2.0, 16.89553797697208)	(3.0, 11.701275831098744)	(4.0, 8.25416358727891)	(5.0, 5.741222693958742)	(6.0, 4.149190717242202)	(7.0, 2.9563577874026628)	(8.0, 2.2175939684791053)	(9.0, 1.5691409259081042)	('>10', 5.864386425293239)	('>50', 0.3564882243221509)	('>100', 0.18375742740476536)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.1894097799919533)	('>10k+', 0.0)
IDDLNTM7.C_R1	(1.0, 34.69125862420867)	(2.0, 17.291197748532163)	(3.0, 12.433717534649654)	(4.0, 8.829375803368686)	(5.0, 6.491232528658881)	(6.0, 4.74740274537901)	(7.0, 3.5716638915289)	(8.0, 2.615034469507739)	(9.0, 2.011263667500275)	('>10', 6.706833724641668)	('>50', 0.4089642107901235)	('>100', 0.18954165535042528)	('>500', 0.01251339588383135)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM7.C_R2	(1.0, 37.68126832754504)	(2.0, 16.273990829446433)	(3.0, 11.641923746122785)	(4.0, 8.25036924511799)	(5.0, 6.223870823102351)	(6.0, 4.649443787560779)	(7.0, 3.3320507276153024)	(8.0, 2.5195779182398597)	(9.0, 1.9386368740970896)	('>10', 6.675741332722566)	('>50', 0.42215089196357797)	('>100', 0.1919165714266382)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.1990589250395847)
IDDLNTM70_R1	(1.0, 40.20522862222967)	(2.0, 19.85924969840106)	(3.0, 12.97561443544103)	(4.0, 8.566343892296366)	(5.0, 5.697978279091433)	(6.0, 3.949047047158792)	(7.0, 2.673338518422426)	(8.0, 1.8943520040264534)	(9.0, 1.2576170304185987)	('>10', 2.906385969573405)	('>50', 0.004992617807845038)	('>100', 0.00985188513290284)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM70_R2	(1.0, 41.714519075697424)	(2.0, 19.043611395378917)	(3.0, 12.427051296148035)	(4.0, 8.382700291437951)	(5.0, 5.70740426147605)	(6.0, 3.902301671644943)	(7.0, 2.6257750790192094)	(8.0, 1.8316382949123318)	(9.0, 1.2359239555267552)	('>10', 3.0215772606213203)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.10749741813706531)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM71_R1	(1.0, 42.75676157048008)	(2.0, 20.14871269915271)	(3.0, 12.67075204012328)	(4.0, 8.363380223222803)	(5.0, 5.282827882075664)	(6.0, 3.5720453467159823)	(7.0, 2.3036586810377635)	(8.0, 1.64982891091874)	(9.0, 1.0957345530237088)	('>10', 2.1280971345300945)	('>50', 0.004590158626020142)	('>100', 0.004603363540173536)	('>500', 0.019007436552974603)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM71_R2	(1.0, 44.1383388935238)	(2.0, 19.25159960084106)	(3.0, 12.211976863702791)	(4.0, 8.044615291947533)	(5.0, 5.408613508719378)	(6.0, 3.493444048956942)	(7.0, 2.3394136398272023)	(8.0, 1.5504317271080064)	(9.0, 1.057040438567237)	('>10', 2.3693995173094615)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.1351264694966042)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM72_R1	(1.0, 63.90993572750301)	(2.0, 20.0082651123374)	(3.0, 8.881976961417879)	(4.0, 3.8755207740405813)	(5.0, 1.7713743039201215)	(6.0, 0.8017536226572782)	(7.0, 0.39584885531511704)	(8.0, 0.1530624439417809)	(9.0, 0.07777038732708544)	('>10', 0.07204910115807713)	('>50', 0.003351405276141188)	('>100', 0.013682791333107748)	('>500', 0.03540851377241504)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM72_R2	(1.0, 61.657489259521256)	(2.0, 20.439927039707786)	(3.0, 9.456884070042097)	(4.0, 4.380411077193121)	(5.0, 2.1369555623283683)	(6.0, 0.933238571237345)	(7.0, 0.4473175175690001)	(8.0, 0.18886606283269644)	(9.0, 0.10983685176871405)	('>10', 0.10239243915746335)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.1466815486421707)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM73_R1	(1.0, 36.67579320420623)	(2.0, 18.23881123913454)	(3.0, 12.766881863471601)	(4.0, 9.020464213537284)	(5.0, 6.386474788213701)	(6.0, 4.61945291254536)	(7.0, 3.364429648568606)	(8.0, 2.414079992886201)	(9.0, 1.7642846007853468)	('>10', 4.7209686206626005)	('>50', 0.0018219202203558398)	('>100', 0.0072087875415883995)	('>500', 0.01932820822656175)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM73_R2	(1.0, 39.1087533211498)	(2.0, 17.293469826181788)	(3.0, 11.91333713182361)	(4.0, 8.610710471418251)	(5.0, 6.183555392883966)	(6.0, 4.639134127642978)	(7.0, 3.2216463215899984)	(8.0, 2.3997717951157354)	(9.0, 1.6595245306323991)	('>10', 4.804400721304042)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.16569636025742487)	('>10k+', 0.0)
IDDLNTM74_R1	(1.0, 41.201918659431655)	(2.0, 19.596103247741663)	(3.0, 13.030742764730755)	(4.0, 8.727357588001183)	(5.0, 5.874009918381285)	(6.0, 3.9303456423950465)	(7.0, 2.5411681858973396)	(8.0, 1.60376607104954)	(9.0, 1.1111626691919476)	('>10', 2.358843557567624)	('>50', 0.0)	('>100', 0.007293613998020168)	('>500', 0.017288081613964265)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM74_R2	(1.0, 42.98528893864337)	(2.0, 18.816985808698657)	(3.0, 12.468354920530594)	(4.0, 8.362585162096758)	(5.0, 5.788926740065828)	(6.0, 3.7530435570000527)	(7.0, 2.5193142734045546)	(8.0, 1.6865342287552896)	(9.0, 1.129634485907049)	('>10', 2.3675224744508316)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.12180941044698992)	('>10k+', 0.0)
IDDLNTM75_R1	(1.0, 41.743926773115334)	(2.0, 19.24580983573429)	(3.0, 12.562802849558578)	(4.0, 8.48831204116495)	(5.0, 5.627972195152181)	(6.0, 3.9242285024472814)	(7.0, 2.6567455170633734)	(8.0, 1.7370418009607904)	(9.0, 1.242298678368497)	('>10', 2.756952356782807)	('>50', 0.002478468985637346)	('>100', 0.01143098066628214)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM75_R2	(1.0, 42.516937543698944)	(2.0, 18.59717925895388)	(3.0, 12.209049814226223)	(4.0, 8.422528772396925)	(5.0, 5.597744199756157)	(6.0, 3.829854968261236)	(7.0, 2.6158272229590582)	(8.0, 1.8003641234695171)	(9.0, 1.2824025911986117)	('>10', 2.9729282134606083)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.15518329161886502)	('>10k+', 0.0)
IDDLNTM76_R1	(1.0, 39.316919622362825)	(2.0, 19.130442793195154)	(3.0, 12.849244523785705)	(4.0, 9.078131091394843)	(5.0, 6.031420291667302)	(6.0, 4.14173378155245)	(7.0, 2.910197908695042)	(8.0, 2.066523993350823)	(9.0, 1.3706800896587867)	('>10', 3.0760047078647927)	('>50', 0.002070913454825056)	('>100', 0.007698309150636785)	('>500', 0.01893197386683594)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM76_R2	(1.0, 41.42329139721166)	(2.0, 18.04017124299736)	(3.0, 12.4372240352601)	(4.0, 8.443799745601002)	(5.0, 5.892377474655676)	(6.0, 4.115346434474483)	(7.0, 2.9044028005503715)	(8.0, 1.9578508223168665)	(9.0, 1.3736080699747693)	('>10', 3.273011291574427)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.13891668538331045)	('>10k+', 0.0)
IDDLNTM77_R1	(1.0, 53.36877158441582)	(2.0, 20.456127316144173)	(3.0, 11.22728874851259)	(4.0, 6.356358889484255)	(5.0, 3.73195031068256)	(6.0, 2.0447568854841833)	(7.0, 1.1921282260221449)	(8.0, 0.6573308858224154)	(9.0, 0.39799864200768315)	('>10', 0.5275185653432231)	('>50', 0.0021781300230858947)	('>100', 0.010271258280931974)	('>500', 0.027320557776983556)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM77_R2	(1.0, 54.366369863798404)	(2.0, 19.582838865348037)	(3.0, 10.929612723125441)	(4.0, 6.3746412016410385)	(5.0, 3.4861680785683906)	(6.0, 2.141012127717375)	(7.0, 1.204982618037558)	(8.0, 0.7330037301081276)	(9.0, 0.41669559407270473)	('>10', 0.6258207733487673)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.13885442423413097)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM78_R1	(1.0, 41.70720304938602)	(2.0, 18.93034287568944)	(3.0, 12.364977770734287)	(4.0, 8.388648741130368)	(5.0, 5.624968509615242)	(6.0, 3.8884192335131273)	(7.0, 2.761483425519574)	(8.0, 1.8405926175036447)	(9.0, 1.3455926491744314)	('>10', 3.1239622338165316)	('>50', 0.0017747788273743048)	('>100', 0.0038636958787848542)	('>500', 0.018170419211152547)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM78_R2	(1.0, 41.59803554497268)	(2.0, 18.42480129447803)	(3.0, 12.198108038533938)	(4.0, 8.335687421086519)	(5.0, 5.839608818040554)	(6.0, 4.009501793974525)	(7.0, 2.7573943025518757)	(8.0, 1.941934215437021)	(9.0, 1.3281008877185685)	('>10', 3.4119948540511977)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.1548328291550821)	('>10k+', 0.0)
IDDLNTM79_R1	(1.0, 38.00841706452559)	(2.0, 18.25050228494727)	(3.0, 12.576185320590378)	(4.0, 9.010475164856306)	(5.0, 6.301477467983339)	(6.0, 4.414664247193039)	(7.0, 3.1394605746476922)	(8.0, 2.308442023181432)	(9.0, 1.6373131480481788)	('>10', 4.3286566915685505)	('>50', 0.0020039555836665643)	('>100', 0.004066927951312812)	('>500', 0.018335128923193344)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM79_R2	(1.0, 40.106542707749185)	(2.0, 17.30485426416145)	(3.0, 11.926069239379544)	(4.0, 8.526208359978634)	(5.0, 5.965458399971029)	(6.0, 4.439246855521963)	(7.0, 3.2123198071587193)	(8.0, 2.2714937005750278)	(9.0, 1.7089157739811844)	('>10', 4.391108980822368)	('>50', 0.001689286065597432)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.1460926246352636)	('>10k+', 0.0)
IDDLNTM81_R1	(1.0, 40.135340187292186)	(2.0, 19.368689900525602)	(3.0, 12.656815651298068)	(4.0, 8.726458081816274)	(5.0, 5.822235921932525)	(6.0, 4.0116848307038175)	(7.0, 2.749787739287502)	(8.0, 1.8903743614027166)	(9.0, 1.4316635234281128)	('>10', 3.2031132201295907)	('>50', 0.0)	('>100', 0.0038365821835697946)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM81_R2	(1.0, 42.26979413817416)	(2.0, 18.604694171489662)	(3.0, 12.169228125047509)	(4.0, 8.207250874309935)	(5.0, 5.573092978159605)	(6.0, 3.8421278854148326)	(7.0, 2.6287917363134254)	(8.0, 1.9770447659311285)	(9.0, 1.3326417422105779)	('>10', 3.2356056847392773)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.15972789820990238)	('>10k+', 0.0)
