Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
IDDLNTM32_R1	(15.0, 2.0)	(16.0, 81.0)	(17.0, 467.0)	(18.0, 1316.0)	(19.0, 2650.0)	(20.0, 4817.0)	(21.0, 7290.0)	(22.0, 9867.0)	(23.0, 12120.0)	(24.0, 15546.0)	(25.0, 19078.0)	(26.0, 23906.0)	(27.0, 28846.0)	(28.0, 37303.0)	(29.0, 47163.0)	(30.0, 62415.0)	(31.0, 88378.0)	(32.0, 147810.0)	(33.0, 231128.0)	(34.0, 312280.0)	(35.0, 339376.0)	(36.0, 338103.0)	(37.0, 311970.0)	(38.0, 521235.0)	(39.0, 2354114.0)	(40.0, 251319.0)					
IDDLNTM32_R2	(12.0, 4.0)	(13.0, 22.0)	(14.0, 59.0)	(15.0, 560.0)	(16.0, 3677.0)	(17.0, 8822.0)	(18.0, 11943.0)	(19.0, 12661.0)	(20.0, 13492.0)	(21.0, 15327.0)	(22.0, 17003.0)	(23.0, 18571.0)	(24.0, 21959.0)	(25.0, 25716.0)	(26.0, 29891.0)	(27.0, 33541.0)	(28.0, 40467.0)	(29.0, 48452.0)	(30.0, 56936.0)	(31.0, 61666.0)	(32.0, 76182.0)	(33.0, 95018.0)	(34.0, 120391.0)	(35.0, 155373.0)	(36.0, 226284.0)	(37.0, 379800.0)	(38.0, 1042928.0)	(39.0, 2562099.0)	(40.0, 89736.0)		
IDDLNTM33.A_R1	(16.0, 52.0)	(17.0, 273.0)	(18.0, 811.0)	(19.0, 1858.0)	(20.0, 3467.0)	(21.0, 5138.0)	(22.0, 6979.0)	(23.0, 8684.0)	(24.0, 11093.0)	(25.0, 13577.0)	(26.0, 16830.0)	(27.0, 19751.0)	(28.0, 24359.0)	(29.0, 30091.0)	(30.0, 37130.0)	(31.0, 45414.0)	(32.0, 60687.0)	(33.0, 82892.0)	(34.0, 121551.0)	(35.0, 182443.0)	(36.0, 313836.0)	(37.0, 497401.0)	(38.0, 670197.0)	(39.0, 2192804.0)	(40.0, 225872.0)						
IDDLNTM33.A_R2	(12.0, 3.0)	(13.0, 16.0)	(14.0, 39.0)	(15.0, 341.0)	(16.0, 2132.0)	(17.0, 5387.0)	(18.0, 7426.0)	(19.0, 8186.0)	(20.0, 9024.0)	(21.0, 10196.0)	(22.0, 11350.0)	(23.0, 12926.0)	(24.0, 15068.0)	(25.0, 17712.0)	(26.0, 20707.0)	(27.0, 23612.0)	(28.0, 29288.0)	(29.0, 35676.0)	(30.0, 42197.0)	(31.0, 45717.0)	(32.0, 57393.0)	(33.0, 71535.0)	(34.0, 93045.0)	(35.0, 121473.0)	(36.0, 180579.0)	(37.0, 305334.0)	(38.0, 900293.0)	(39.0, 2470699.0)	(40.0, 75836.0)		
IDDLNTM33.B_R1	(14.0, 1.0)	(15.0, 8.0)	(16.0, 79.0)	(17.0, 432.0)	(18.0, 1152.0)	(19.0, 2461.0)	(20.0, 4427.0)	(21.0, 6635.0)	(22.0, 8779.0)	(23.0, 10954.0)	(24.0, 14145.0)	(25.0, 17422.0)	(26.0, 21255.0)	(27.0, 25817.0)	(28.0, 32090.0)	(29.0, 40273.0)	(30.0, 52016.0)	(31.0, 69080.0)	(32.0, 104080.0)	(33.0, 160883.0)	(34.0, 240756.0)	(35.0, 310219.0)	(36.0, 385804.0)	(37.0, 374449.0)	(38.0, 510629.0)	(39.0, 2246323.0)	(40.0, 239650.0)				
IDDLNTM33.B_R2	(12.0, 2.0)	(13.0, 11.0)	(14.0, 48.0)	(15.0, 398.0)	(16.0, 2827.0)	(17.0, 7053.0)	(18.0, 9696.0)	(19.0, 10372.0)	(20.0, 11546.0)	(21.0, 12708.0)	(22.0, 14443.0)	(23.0, 16163.0)	(24.0, 19072.0)	(25.0, 22320.0)	(26.0, 26088.0)	(27.0, 29935.0)	(28.0, 35758.0)	(29.0, 42975.0)	(30.0, 50563.0)	(31.0, 54834.0)	(32.0, 67261.0)	(33.0, 83480.0)	(34.0, 106607.0)	(35.0, 136981.0)	(36.0, 198800.0)	(37.0, 328225.0)	(38.0, 922101.0)	(39.0, 2577716.0)	(40.0, 91836.0)		
IDDLNTM33.C_R1	(16.0, 93.0)	(17.0, 462.0)	(18.0, 1299.0)	(19.0, 2686.0)	(20.0, 5012.0)	(21.0, 7242.0)	(22.0, 9833.0)	(23.0, 11969.0)	(24.0, 15398.0)	(25.0, 18687.0)	(26.0, 22988.0)	(27.0, 27463.0)	(28.0, 34309.0)	(29.0, 42568.0)	(30.0, 53270.0)	(31.0, 66479.0)	(32.0, 92742.0)	(33.0, 132929.0)	(34.0, 201615.0)	(35.0, 285793.0)	(36.0, 435076.0)	(37.0, 542037.0)	(38.0, 692042.0)	(39.0, 2932237.0)	(40.0, 301408.0)						
IDDLNTM33.C_R2	(12.0, 5.0)	(13.0, 24.0)	(14.0, 66.0)	(15.0, 553.0)	(16.0, 3377.0)	(17.0, 8546.0)	(18.0, 11964.0)	(19.0, 12720.0)	(20.0, 13929.0)	(21.0, 15327.0)	(22.0, 17528.0)	(23.0, 19405.0)	(24.0, 23269.0)	(25.0, 27163.0)	(26.0, 31847.0)	(27.0, 35996.0)	(28.0, 43517.0)	(29.0, 51810.0)	(30.0, 61839.0)	(31.0, 66565.0)	(32.0, 83128.0)	(33.0, 102323.0)	(34.0, 132077.0)	(35.0, 171617.0)	(36.0, 249674.0)	(37.0, 421157.0)	(38.0, 1163589.0)	(39.0, 3059888.0)	(40.0, 106734.0)		
IDDLNTM35_R1	(15.0, 1.0)	(16.0, 72.0)	(17.0, 353.0)	(18.0, 1105.0)	(19.0, 2476.0)	(20.0, 4449.0)	(21.0, 6720.0)	(22.0, 8870.0)	(23.0, 10776.0)	(24.0, 13096.0)	(25.0, 15566.0)	(26.0, 18484.0)	(27.0, 21397.0)	(28.0, 26300.0)	(29.0, 32448.0)	(30.0, 39398.0)	(31.0, 48333.0)	(32.0, 64002.0)	(33.0, 89165.0)	(34.0, 129987.0)	(35.0, 185078.0)	(36.0, 301719.0)	(37.0, 420714.0)	(38.0, 508098.0)	(39.0, 1894454.0)	(40.0, 192962.0)					
IDDLNTM35_R2	(12.0, 2.0)	(13.0, 16.0)	(14.0, 71.0)	(15.0, 413.0)	(16.0, 2830.0)	(17.0, 7146.0)	(18.0, 10210.0)	(19.0, 10504.0)	(20.0, 11598.0)	(21.0, 12829.0)	(22.0, 14443.0)	(23.0, 15914.0)	(24.0, 18747.0)	(25.0, 21176.0)	(26.0, 25050.0)	(27.0, 27970.0)	(28.0, 33850.0)	(29.0, 40568.0)	(30.0, 47149.0)	(31.0, 52287.0)	(32.0, 64518.0)	(33.0, 79688.0)	(34.0, 102455.0)	(35.0, 132588.0)	(36.0, 199566.0)	(37.0, 359800.0)	(38.0, 877465.0)	(39.0, 1815319.0)	(40.0, 51851.0)		
IDDLNTM37_R1	(15.0, 2.0)	(16.0, 82.0)	(17.0, 416.0)	(18.0, 1273.0)	(19.0, 3243.0)	(20.0, 5985.0)	(21.0, 9141.0)	(22.0, 12004.0)	(23.0, 14533.0)	(24.0, 18186.0)	(25.0, 21517.0)	(26.0, 26292.0)	(27.0, 30913.0)	(28.0, 38869.0)	(29.0, 48417.0)	(30.0, 62420.0)	(31.0, 86755.0)	(32.0, 140656.0)	(33.0, 216296.0)	(34.0, 287900.0)	(35.0, 305334.0)	(36.0, 307703.0)	(37.0, 305228.0)	(38.0, 523170.0)	(39.0, 2152097.0)	(40.0, 202160.0)					
IDDLNTM37_R2	(11.0, 2.0)	(12.0, 2.0)	(13.0, 26.0)	(14.0, 50.0)	(15.0, 436.0)	(16.0, 2986.0)	(17.0, 7757.0)	(18.0, 10992.0)	(19.0, 11634.0)	(20.0, 12856.0)	(21.0, 14153.0)	(22.0, 15782.0)	(23.0, 17302.0)	(24.0, 19833.0)	(25.0, 22900.0)	(26.0, 26819.0)	(27.0, 30082.0)	(28.0, 35967.0)	(29.0, 43127.0)	(30.0, 50862.0)	(31.0, 55072.0)	(32.0, 68439.0)	(33.0, 85498.0)	(34.0, 109694.0)	(35.0, 142969.0)	(36.0, 208844.0)	(37.0, 349066.0)	(38.0, 961954.0)	(39.0, 2430621.0)	(40.0, 84867.0)	
IDDLNTM38_R1	(15.0, 2.0)	(16.0, 69.0)	(17.0, 366.0)	(18.0, 1068.0)	(19.0, 2337.0)	(20.0, 4354.0)	(21.0, 6548.0)	(22.0, 8781.0)	(23.0, 10734.0)	(24.0, 13785.0)	(25.0, 17136.0)	(26.0, 21555.0)	(27.0, 25952.0)	(28.0, 33451.0)	(29.0, 42198.0)	(30.0, 54901.0)	(31.0, 74011.0)	(32.0, 117030.0)	(33.0, 186144.0)	(34.0, 274910.0)	(35.0, 337747.0)	(36.0, 400723.0)	(37.0, 386114.0)	(38.0, 544422.0)	(39.0, 2437579.0)	(40.0, 247584.0)					
IDDLNTM38_R2	(12.0, 3.0)	(13.0, 25.0)	(14.0, 61.0)	(15.0, 495.0)	(16.0, 3147.0)	(17.0, 7791.0)	(18.0, 10689.0)	(19.0, 10849.0)	(20.0, 11902.0)	(21.0, 13191.0)	(22.0, 14482.0)	(23.0, 15788.0)	(24.0, 18854.0)	(25.0, 21671.0)	(26.0, 25697.0)	(27.0, 29355.0)	(28.0, 35444.0)	(29.0, 43539.0)	(30.0, 51209.0)	(31.0, 55612.0)	(32.0, 69447.0)	(33.0, 87337.0)	(34.0, 112714.0)	(35.0, 147466.0)	(36.0, 216301.0)	(37.0, 366387.0)	(38.0, 1032594.0)	(39.0, 2748378.0)	(40.0, 99073.0)		
IDDLNTM39_R1	(15.0, 1.0)	(16.0, 35.0)	(17.0, 225.0)	(18.0, 770.0)	(19.0, 1854.0)	(20.0, 3518.0)	(21.0, 5424.0)	(22.0, 7064.0)	(23.0, 8652.0)	(24.0, 10876.0)	(25.0, 13365.0)	(26.0, 16210.0)	(27.0, 19097.0)	(28.0, 24396.0)	(29.0, 30331.0)	(30.0, 40464.0)	(31.0, 56590.0)	(32.0, 92495.0)	(33.0, 149812.0)	(34.0, 216560.0)	(35.0, 249092.0)	(36.0, 257427.0)	(37.0, 222378.0)	(38.0, 338819.0)	(39.0, 1454868.0)	(40.0, 150658.0)					
IDDLNTM39_R2	(12.0, 2.0)	(13.0, 6.0)	(14.0, 38.0)	(15.0, 218.0)	(16.0, 1611.0)	(17.0, 4391.0)	(18.0, 6417.0)	(19.0, 7284.0)	(20.0, 8091.0)	(21.0, 9196.0)	(22.0, 10298.0)	(23.0, 11378.0)	(24.0, 13324.0)	(25.0, 15358.0)	(26.0, 18017.0)	(27.0, 20334.0)	(28.0, 24385.0)	(29.0, 29325.0)	(30.0, 34525.0)	(31.0, 37101.0)	(32.0, 45878.0)	(33.0, 57189.0)	(34.0, 72463.0)	(35.0, 93892.0)	(36.0, 137930.0)	(37.0, 233871.0)	(38.0, 681474.0)	(39.0, 1742347.0)	(40.0, 54638.0)		
IDDLNTM4.A_R1	(16.0, 53.0)	(17.0, 378.0)	(18.0, 1139.0)	(19.0, 2428.0)	(20.0, 4681.0)	(21.0, 6817.0)	(22.0, 9120.0)	(23.0, 10820.0)	(24.0, 13363.0)	(25.0, 16210.0)	(26.0, 19234.0)	(27.0, 22238.0)	(28.0, 27216.0)	(29.0, 32847.0)	(30.0, 40073.0)	(31.0, 48569.0)	(32.0, 62965.0)	(33.0, 84523.0)	(34.0, 122501.0)	(35.0, 177875.0)	(36.0, 300970.0)	(37.0, 471738.0)	(38.0, 622289.0)	(39.0, 2013853.0)	(40.0, 199344.0)						
IDDLNTM4.A_R2	(12.0, 1.0)	(13.0, 16.0)	(14.0, 28.0)	(15.0, 269.0)	(16.0, 1948.0)	(17.0, 5200.0)	(18.0, 7639.0)	(19.0, 8566.0)	(20.0, 9664.0)	(21.0, 10770.0)	(22.0, 12331.0)	(23.0, 13895.0)	(24.0, 16360.0)	(25.0, 18719.0)	(26.0, 22012.0)	(27.0, 25255.0)	(28.0, 29858.0)	(29.0, 36709.0)	(30.0, 43270.0)	(31.0, 46876.0)	(32.0, 57761.0)	(33.0, 72210.0)	(34.0, 92441.0)	(35.0, 120340.0)	(36.0, 176797.0)	(37.0, 298034.0)	(38.0, 852915.0)	(39.0, 2256200.0)	(40.0, 75160.0)		
IDDLNTM4.B_R1	(16.0, 27.0)	(17.0, 148.0)	(18.0, 515.0)	(19.0, 1147.0)	(20.0, 2058.0)	(21.0, 3323.0)	(22.0, 4769.0)	(23.0, 5867.0)	(24.0, 7499.0)	(25.0, 9489.0)	(26.0, 11615.0)	(27.0, 14209.0)	(28.0, 17826.0)	(29.0, 21940.0)	(30.0, 27824.0)	(31.0, 35353.0)	(32.0, 50070.0)	(33.0, 75739.0)	(34.0, 115822.0)	(35.0, 161432.0)	(36.0, 234181.0)	(37.0, 242631.0)	(38.0, 223103.0)	(39.0, 698192.0)	(40.0, 58840.0)						
IDDLNTM4.B_R2	(13.0, 4.0)	(14.0, 18.0)	(15.0, 104.0)	(16.0, 774.0)	(17.0, 2052.0)	(18.0, 2994.0)	(19.0, 3455.0)	(20.0, 4072.0)	(21.0, 4606.0)	(22.0, 5403.0)	(23.0, 5858.0)	(24.0, 7118.0)	(25.0, 8516.0)	(26.0, 9879.0)	(27.0, 11545.0)	(28.0, 14057.0)	(29.0, 16968.0)	(30.0, 19992.0)	(31.0, 21925.0)	(32.0, 27117.0)	(33.0, 34074.0)	(34.0, 43832.0)	(35.0, 56810.0)	(36.0, 82803.0)	(37.0, 141547.0)	(38.0, 435898.0)	(39.0, 1032890.0)	(40.0, 29308.0)			
IDDLNTM4.C_R1	(15.0, 3.0)	(16.0, 57.0)	(17.0, 335.0)	(18.0, 1038.0)	(19.0, 2402.0)	(20.0, 4498.0)	(21.0, 6760.0)	(22.0, 8877.0)	(23.0, 10741.0)	(24.0, 13018.0)	(25.0, 15860.0)	(26.0, 18763.0)	(27.0, 22076.0)	(28.0, 27579.0)	(29.0, 33712.0)	(30.0, 43042.0)	(31.0, 56202.0)	(32.0, 84139.0)	(33.0, 127610.0)	(34.0, 186097.0)	(35.0, 236268.0)	(36.0, 285998.0)	(37.0, 277601.0)	(38.0, 422439.0)	(39.0, 2001670.0)	(40.0, 217368.0)					
IDDLNTM4.C_R2	(12.0, 1.0)	(13.0, 16.0)	(14.0, 41.0)	(15.0, 361.0)	(16.0, 2493.0)	(17.0, 6450.0)	(18.0, 9457.0)	(19.0, 10090.0)	(20.0, 11121.0)	(21.0, 12587.0)	(22.0, 13812.0)	(23.0, 15262.0)	(24.0, 18089.0)	(25.0, 20510.0)	(26.0, 23809.0)	(27.0, 26837.0)	(28.0, 31975.0)	(29.0, 38157.0)	(30.0, 44385.0)	(31.0, 48577.0)	(32.0, 59137.0)	(33.0, 72907.0)	(34.0, 93118.0)	(35.0, 120789.0)	(36.0, 175601.0)	(37.0, 298702.0)	(38.0, 819834.0)	(39.0, 2063905.0)	(40.0, 66130.0)		
IDDLNTM40_R1	(15.0, 1.0)	(16.0, 51.0)	(17.0, 325.0)	(18.0, 984.0)	(19.0, 2276.0)	(20.0, 4224.0)	(21.0, 6420.0)	(22.0, 8508.0)	(23.0, 10663.0)	(24.0, 13591.0)	(25.0, 16714.0)	(26.0, 20584.0)	(27.0, 25287.0)	(28.0, 32043.0)	(29.0, 40131.0)	(30.0, 53436.0)	(31.0, 75314.0)	(32.0, 123163.0)	(33.0, 183759.0)	(34.0, 227604.0)	(35.0, 228406.0)	(36.0, 229474.0)	(37.0, 242978.0)	(38.0, 451668.0)	(39.0, 1932653.0)	(40.0, 186733.0)					
IDDLNTM40_R2	(13.0, 6.0)	(14.0, 29.0)	(15.0, 185.0)	(16.0, 1261.0)	(17.0, 3456.0)	(18.0, 5157.0)	(19.0, 5624.0)	(20.0, 6542.0)	(21.0, 7439.0)	(22.0, 8468.0)	(23.0, 9695.0)	(24.0, 11665.0)	(25.0, 13821.0)	(26.0, 16455.0)	(27.0, 18834.0)	(28.0, 23499.0)	(29.0, 29457.0)	(30.0, 35307.0)	(31.0, 38294.0)	(32.0, 48386.0)	(33.0, 62290.0)	(34.0, 81336.0)	(35.0, 107832.0)	(36.0, 160907.0)	(37.0, 274462.0)	(38.0, 788714.0)	(39.0, 2277993.0)	(40.0, 79876.0)			
IDDLNTM41.A_R1	(15.0, 2.0)	(16.0, 58.0)	(17.0, 365.0)	(18.0, 1204.0)	(19.0, 3056.0)	(20.0, 5817.0)	(21.0, 8707.0)	(22.0, 11632.0)	(23.0, 13778.0)	(24.0, 17409.0)	(25.0, 21119.0)	(26.0, 25674.0)	(27.0, 30420.0)	(28.0, 38598.0)	(29.0, 49015.0)	(30.0, 65614.0)	(31.0, 98550.0)	(32.0, 181073.0)	(33.0, 271731.0)	(34.0, 308575.0)	(35.0, 271339.0)	(36.0, 247213.0)	(37.0, 263207.0)	(38.0, 476655.0)	(39.0, 2141878.0)	(40.0, 226999.0)					
IDDLNTM41.A_R2	(12.0, 1.0)	(13.0, 16.0)	(14.0, 51.0)	(15.0, 373.0)	(16.0, 2616.0)	(17.0, 7080.0)	(18.0, 10553.0)	(19.0, 11455.0)	(20.0, 13034.0)	(21.0, 14270.0)	(22.0, 16141.0)	(23.0, 17715.0)	(24.0, 20625.0)	(25.0, 24075.0)	(26.0, 27840.0)	(27.0, 31245.0)	(28.0, 37674.0)	(29.0, 44937.0)	(30.0, 52084.0)	(31.0, 56667.0)	(32.0, 70292.0)	(33.0, 87666.0)	(34.0, 111189.0)	(35.0, 143513.0)	(36.0, 209967.0)	(37.0, 354012.0)	(38.0, 979496.0)	(39.0, 2366822.0)	(40.0, 68279.0)		
IDDLNTM41.B_R1	(15.0, 4.0)	(16.0, 78.0)	(17.0, 559.0)	(18.0, 1770.0)	(19.0, 3861.0)	(20.0, 7583.0)	(21.0, 11575.0)	(22.0, 14645.0)	(23.0, 17998.0)	(24.0, 22456.0)	(25.0, 26772.0)	(26.0, 32204.0)	(27.0, 37270.0)	(28.0, 45892.0)	(29.0, 56187.0)	(30.0, 70547.0)	(31.0, 90170.0)	(32.0, 131262.0)	(33.0, 194966.0)	(34.0, 281118.0)	(35.0, 360611.0)	(36.0, 460790.0)	(37.0, 458340.0)	(38.0, 632326.0)	(39.0, 2402339.0)	(40.0, 241431.0)					
IDDLNTM41.B_R2	(12.0, 2.0)	(13.0, 22.0)	(14.0, 53.0)	(15.0, 536.0)	(16.0, 3604.0)	(17.0, 9384.0)	(18.0, 13305.0)	(19.0, 14583.0)	(20.0, 15732.0)	(21.0, 16944.0)	(22.0, 19232.0)	(23.0, 21150.0)	(24.0, 24838.0)	(25.0, 28681.0)	(26.0, 33113.0)	(27.0, 36854.0)	(28.0, 44028.0)	(29.0, 53258.0)	(30.0, 61332.0)	(31.0, 66895.0)	(32.0, 81949.0)	(33.0, 101486.0)	(34.0, 129504.0)	(35.0, 166968.0)	(36.0, 240311.0)	(37.0, 395028.0)	(38.0, 1082978.0)	(39.0, 2842163.0)	(40.0, 98821.0)		
IDDLNTM41.C_R1	(15.0, 6.0)	(16.0, 57.0)	(17.0, 359.0)	(18.0, 1076.0)	(19.0, 2808.0)	(20.0, 5344.0)	(21.0, 8026.0)	(22.0, 10806.0)	(23.0, 13080.0)	(24.0, 15871.0)	(25.0, 19096.0)	(26.0, 23203.0)	(27.0, 27163.0)	(28.0, 33120.0)	(29.0, 40585.0)	(30.0, 51118.0)	(31.0, 63458.0)	(32.0, 88863.0)	(33.0, 130182.0)	(34.0, 195804.0)	(35.0, 273855.0)	(36.0, 404233.0)	(37.0, 474111.0)	(38.0, 585063.0)	(39.0, 2392951.0)	(40.0, 237075.0)					
IDDLNTM41.C_R2	(12.0, 1.0)	(13.0, 25.0)	(14.0, 59.0)	(15.0, 367.0)	(16.0, 2655.0)	(17.0, 7670.0)	(18.0, 11191.0)	(19.0, 12187.0)	(20.0, 13657.0)	(21.0, 14983.0)	(22.0, 16983.0)	(23.0, 18801.0)	(24.0, 21882.0)	(25.0, 24990.0)	(26.0, 28867.0)	(27.0, 32550.0)	(28.0, 38864.0)	(29.0, 46837.0)	(30.0, 54582.0)	(31.0, 58754.0)	(32.0, 72811.0)	(33.0, 90033.0)	(34.0, 115508.0)	(35.0, 150156.0)	(36.0, 219577.0)	(37.0, 369531.0)	(38.0, 1028257.0)	(39.0, 2570027.0)	(40.0, 75508.0)		
IDDLNTM42_R1	(15.0, 5.0)	(16.0, 79.0)	(17.0, 450.0)	(18.0, 1316.0)	(19.0, 2863.0)	(20.0, 5321.0)	(21.0, 7918.0)	(22.0, 10909.0)	(23.0, 13542.0)	(24.0, 17849.0)	(25.0, 22393.0)	(26.0, 28161.0)	(27.0, 35012.0)	(28.0, 45362.0)	(29.0, 59548.0)	(30.0, 81743.0)	(31.0, 127790.0)	(32.0, 231447.0)	(33.0, 341093.0)	(34.0, 384159.0)	(35.0, 337492.0)	(36.0, 309905.0)	(37.0, 326420.0)	(38.0, 617964.0)	(39.0, 2610123.0)	(40.0, 241129.0)					
IDDLNTM42_R2	(12.0, 8.0)	(13.0, 22.0)	(14.0, 58.0)	(15.0, 445.0)	(16.0, 2636.0)	(17.0, 6811.0)	(18.0, 9644.0)	(19.0, 9801.0)	(20.0, 11177.0)	(21.0, 12357.0)	(22.0, 14168.0)	(23.0, 15816.0)	(24.0, 19027.0)	(25.0, 22884.0)	(26.0, 26518.0)	(27.0, 30785.0)	(28.0, 37830.0)	(29.0, 47000.0)	(30.0, 55226.0)	(31.0, 60197.0)	(32.0, 76299.0)	(33.0, 95969.0)	(34.0, 123440.0)	(35.0, 163248.0)	(36.0, 241765.0)	(37.0, 410885.0)	(38.0, 1191591.0)	(39.0, 3082102.0)	(40.0, 92284.0)		
IDDLNTM43_R1	(15.0, 1.0)	(16.0, 104.0)	(17.0, 532.0)	(18.0, 1562.0)	(19.0, 3300.0)	(20.0, 5826.0)	(21.0, 8579.0)	(22.0, 11334.0)	(23.0, 13518.0)	(24.0, 16908.0)	(25.0, 20753.0)	(26.0, 24616.0)	(27.0, 29125.0)	(28.0, 35869.0)	(29.0, 44210.0)	(30.0, 56035.0)	(31.0, 72864.0)	(32.0, 107355.0)	(33.0, 160078.0)	(34.0, 228797.0)	(35.0, 286020.0)	(36.0, 349412.0)	(37.0, 352270.0)	(38.0, 523488.0)	(39.0, 2368829.0)	(40.0, 268772.0)					
IDDLNTM43_R2	(11.0, 1.0)	(12.0, 1.0)	(13.0, 15.0)	(14.0, 53.0)	(15.0, 368.0)	(16.0, 2674.0)	(17.0, 7052.0)	(18.0, 10528.0)	(19.0, 11420.0)	(20.0, 12599.0)	(21.0, 13762.0)	(22.0, 16033.0)	(23.0, 17717.0)	(24.0, 20743.0)	(25.0, 23823.0)	(26.0, 27557.0)	(27.0, 31478.0)	(28.0, 37450.0)	(29.0, 45055.0)	(30.0, 53671.0)	(31.0, 57325.0)	(32.0, 70183.0)	(33.0, 87476.0)	(34.0, 110868.0)	(35.0, 142491.0)	(36.0, 206509.0)	(37.0, 347126.0)	(38.0, 964943.0)	(39.0, 2580470.0)	(40.0, 90766.0)	
IDDLNTM44_R1	(15.0, 2.0)	(16.0, 48.0)	(17.0, 327.0)	(18.0, 1122.0)	(19.0, 2590.0)	(20.0, 5031.0)	(21.0, 7758.0)	(22.0, 10064.0)	(23.0, 12219.0)	(24.0, 15600.0)	(25.0, 18698.0)	(26.0, 22564.0)	(27.0, 26570.0)	(28.0, 33538.0)	(29.0, 40934.0)	(30.0, 50981.0)	(31.0, 65533.0)	(32.0, 97746.0)	(33.0, 147018.0)	(34.0, 212420.0)	(35.0, 263372.0)	(36.0, 305862.0)	(37.0, 313299.0)	(38.0, 474421.0)	(39.0, 2210813.0)	(40.0, 243353.0)					
IDDLNTM44_R2	(12.0, 4.0)	(13.0, 15.0)	(14.0, 40.0)	(15.0, 298.0)	(16.0, 2086.0)	(17.0, 5885.0)	(18.0, 8826.0)	(19.0, 9919.0)	(20.0, 11376.0)	(21.0, 12732.0)	(22.0, 14880.0)	(23.0, 16269.0)	(24.0, 19205.0)	(25.0, 22281.0)	(26.0, 26156.0)	(27.0, 29680.0)	(28.0, 35345.0)	(29.0, 42425.0)	(30.0, 50099.0)	(31.0, 53333.0)	(32.0, 66061.0)	(33.0, 81690.0)	(34.0, 102913.0)	(35.0, 132271.0)	(36.0, 190559.0)	(37.0, 310990.0)	(38.0, 837129.0)	(39.0, 2416596.0)	(40.0, 82820.0)		
IDDLNTM45_R1	(15.0, 1.0)	(16.0, 48.0)	(17.0, 293.0)	(18.0, 845.0)	(19.0, 1757.0)	(20.0, 3411.0)	(21.0, 5072.0)	(22.0, 6627.0)	(23.0, 8366.0)	(24.0, 10369.0)	(25.0, 12759.0)	(26.0, 15574.0)	(27.0, 18380.0)	(28.0, 23081.0)	(29.0, 28170.0)	(30.0, 34849.0)	(31.0, 43059.0)	(32.0, 56352.0)	(33.0, 75378.0)	(34.0, 106313.0)	(35.0, 156112.0)	(36.0, 277313.0)	(37.0, 505078.0)	(38.0, 806003.0)	(39.0, 2354361.0)	(40.0, 220704.0)					
IDDLNTM45_R2	(11.0, 1.0)	(12.0, 4.0)	(13.0, 22.0)	(14.0, 52.0)	(15.0, 477.0)	(16.0, 3043.0)	(17.0, 7066.0)	(18.0, 9683.0)	(19.0, 9941.0)	(20.0, 10887.0)	(21.0, 11827.0)	(22.0, 13306.0)	(23.0, 14967.0)	(24.0, 17577.0)	(25.0, 20230.0)	(26.0, 23754.0)	(27.0, 26604.0)	(28.0, 32517.0)	(29.0, 39855.0)	(30.0, 46503.0)	(31.0, 50656.0)	(32.0, 63524.0)	(33.0, 79450.0)	(34.0, 103063.0)	(35.0, 134752.0)	(36.0, 201230.0)	(37.0, 343518.0)	(38.0, 997978.0)	(39.0, 2435319.0)	(40.0, 72469.0)	
IDDLNTM46.A_R1	(15.0, 4.0)	(16.0, 54.0)	(17.0, 387.0)	(18.0, 1378.0)	(19.0, 3229.0)	(20.0, 6207.0)	(21.0, 9168.0)	(22.0, 12009.0)	(23.0, 14754.0)	(24.0, 18083.0)	(25.0, 21569.0)	(26.0, 26256.0)	(27.0, 31232.0)	(28.0, 38209.0)	(29.0, 46804.0)	(30.0, 58392.0)	(31.0, 74618.0)	(32.0, 107791.0)	(33.0, 161804.0)	(34.0, 243162.0)	(35.0, 318080.0)	(36.0, 395970.0)	(37.0, 388617.0)	(38.0, 518364.0)	(39.0, 2003455.0)	(40.0, 174073.0)					
IDDLNTM46.A_R2	(12.0, 3.0)	(13.0, 6.0)	(14.0, 38.0)	(15.0, 330.0)	(16.0, 2457.0)	(17.0, 6844.0)	(18.0, 10305.0)	(19.0, 11230.0)	(20.0, 12782.0)	(21.0, 14043.0)	(22.0, 16079.0)	(23.0, 17701.0)	(24.0, 20869.0)	(25.0, 24083.0)	(26.0, 28547.0)	(27.0, 31616.0)	(28.0, 38131.0)	(29.0, 46348.0)	(30.0, 53677.0)	(31.0, 58009.0)	(32.0, 71625.0)	(33.0, 88817.0)	(34.0, 112846.0)	(35.0, 145299.0)	(36.0, 210092.0)	(37.0, 348758.0)	(38.0, 955789.0)	(39.0, 2285443.0)	(40.0, 61902.0)		
